"","logFC","logCPM","F","PValue","FDR","class","ensembl_id"
"ENSG00000152580",5.70424397840605,3.68338961378598,92.0863831198373,1.0427705367436e-20,2.91616174241055e-20,"+","ENSG00000152580"
"ENSG00000178538",5.68735877754593,1.88283832168777,148.313977235416,2.08947988059011e-31,8.82587595395091e-31,"+","ENSG00000178538"
"ENSG00000198829",5.67943018553678,2.22852966383477,93.8053373600735,4.79151575358642e-21,1.35723004624618e-20,"+","ENSG00000198829"
"ENSG00000163273",5.67613214046848,1.34263347997362,187.401135556058,1.85968144450578e-38,1.01391707663475e-37,"+","ENSG00000163273"
"ENSG00000105369",5.66923660971203,7.45692706929481,397.77865435631,4.46412359626757e-72,7.62190365594315e-71,"+","ENSG00000105369"
"ENSG00000107518",5.65247503266415,5.56894431556265,155.822109807701,8.76056863257041e-33,3.89682273827522e-32,"+","ENSG00000107518"
"ENSG00000184226",5.63458255252333,8.11931851239559,199.192386107842,1.58179453621251e-40,9.30855596457759e-40,"+","ENSG00000184226"
"ENSG00000152785",5.63088959103811,4.42302517979919,127.419495833188,1.63910013515032e-27,5.98114829969362e-27,"+","ENSG00000152785"
"ENSG00000141748",5.62846836811904,1.22844167220513,257.71697572003,1.91107319216565e-50,1.58860254590272e-49,"+","ENSG00000141748"
"ENSG00000169427",5.6196472164295,1.69890091248942,130.974846437087,3.51094763734204e-28,1.31937609447293e-27,"+","ENSG00000169427"
"ENSG00000119866",5.61453346336158,7.57233367335374,625.65169130039,2.54671996744214e-102,1.19732747454816e-100,"+","ENSG00000119866"
"ENSG00000132744",5.60177704751822,2.96457067611133,253.263506576799,1.03755607866066e-49,8.34676235381323e-49,"+","ENSG00000132744"
"ENSG00000153132",5.58928165037889,2.95550189613602,195.945184247848,5.84475094686605e-40,3.36923537479049e-39,"+","ENSG00000153132"
"ENSG00000104974",5.57980244924327,2.91982270018778,289.249474697908,1.47072368743673e-55,1.44795983066608e-54,"+","ENSG00000104974"
"ENSG00000133878",5.57572260275661,1.58722277344393,111.028285670354,2.16489693412504e-24,6.97930499806374e-24,"+","ENSG00000133878"
"ENSG00000209582",5.57058483717479,6.99138843101851,60.9735144622924,1.82514213743289e-14,4.02225617787521e-14,"+","ENSG00000209582"
"ENSG00000145113",5.56932078669704,4.02524235350215,93.1532876528143,6.4341918673426e-21,1.81342471048301e-20,"+","ENSG00000145113"
"ENSG00000258227",5.56911793464474,2.32874233686881,151.296459437002,5.90862982929602e-32,2.54888233593568e-31,"+","ENSG00000258227"
"ENSG00000163751",5.55626960888595,2.32255185959185,160.721254801177,1.12141897893554e-33,5.1528090193582e-33,"+","ENSG00000163751"
"ENSG00000153707",5.53804900369316,5.57343916399882,128.888515030454,8.66524460535429e-28,3.1952319977004e-27,"+","ENSG00000153707"
"ENSG00000144893",5.53233626280169,5.11211466824066,217.280981767634,1.17909625921474e-43,7.6729955163342e-43,"+","ENSG00000144893"
"ENSG00000163519",5.53025598409581,4.80583726960243,196.759508901431,4.20961080492489e-40,2.43530583168548e-39,"+","ENSG00000163519"
"ENSG00000077327",5.48952739693625,2.09260473454612,91.3918274391427,1.42839774942971e-20,3.97232944633518e-20,"+","ENSG00000077327"
"ENSG00000047597",5.48765780421416,3.76941693703893,255.315133024843,4.75489353148295e-50,3.87316374541888e-49,"+","ENSG00000047597"
"ENSG00000086967",5.48683060053325,2.61262180089954,117.248216955832,1.39371780991631e-25,4.70348044251601e-25,"+","ENSG00000086967"
"ENSG00000177398",5.48438150719032,3.50586029850105,252.46544310574,1.40608370186418e-49,1.12625568613516e-48,"+","ENSG00000177398"
"ENSG00000181631",5.48075438752283,1.81907732628648,223.733465803111,9.32568169576011e-45,6.32566888051141e-44,"+","ENSG00000181631"
"ENSG00000099954",5.4675600691631,3.77384199617084,208.759541416322,3.4495714804493e-42,2.13353858581078e-41,"+","ENSG00000099954"
"ENSG00000166527",5.45828885179822,1.72585035623666,144.960449598822,8.68950551162991e-31,3.58863855884499e-30,"+","ENSG00000166527"
"ENSG00000166897",5.45578495658151,4.19768957340589,274.607161264484,3.33515431673469e-53,3.03059960881998e-52,"+","ENSG00000166897"
"ENSG00000206634",5.45302301744349,3.06823038011197,158.680770522242,2.6364817029947e-33,1.1974444024522e-32,"+","ENSG00000206634"
"ENSG00000206597",5.45171707825315,5.3669959455236,62.4409356903359,9.14028888478356e-15,2.03717603175801e-14,"+","ENSG00000206597"
"ENSG00000105492",5.43897259638722,1.14601777235259,118.717014600793,7.31354990745976e-26,2.49738483155784e-25,"+","ENSG00000105492"
"ENSG00000254911",5.43358361733391,5.7804247242388,623.943630576607,4.11161857089554e-102,1.89192775091988e-100,"+","ENSG00000254911"
"ENSG00000186074",5.43115876433114,3.06646171927429,297.006848317875,8.56217481694867e-57,8.79991414302734e-56,"+","ENSG00000186074"
"ENSG00000136573",5.43111115670972,6.66319849411298,294.604464272276,2.0610265200496e-56,2.08773459205024e-55,"+","ENSG00000136573"
"ENSG00000207088",5.43022377170623,3.03840938467611,120.674812182364,3.10162485185935e-26,1.07525204589171e-25,"+","ENSG00000207088"
"ENSG00000101425",5.42450608933924,3.48662827128588,107.693419034253,9.50052869137246e-24,2.98351549610961e-23,"+","ENSG00000101425"
"ENSG00000143479",5.41099349156967,6.86373570541699,716.897967937817,4.39159065000874e-113,2.72656843418725e-111,"+","ENSG00000143479"
"ENSG00000183918",5.40463169659366,5.36209037724248,149.120197208341,1.48448845880859e-31,6.30324680677366e-31,"+","ENSG00000183918"
"ENSG00000165474",5.3968959828885,2.40886390530794,111.941476877133,1.44541974310272e-24,4.6865983474515e-24,"+","ENSG00000165474"
"ENSG00000238121",5.38806201879133,5.91681465731938,485.678457935076,2.21917867629847e-84,5.59146844731048e-83,"+","ENSG00000238121"
"ENSG00000112782",5.38790439055084,4.62037524523762,79.6891077504122,2.98872689864241e-18,7.6568055748833e-18,"+","ENSG00000112782"
"ENSG00000213160",5.38477874531901,3.77165765218347,256.91936616511,2.58603731795911e-50,2.13191996428446e-49,"+","ENSG00000213160"
"ENSG00000124491",5.38393280464915,6.36886706156754,188.255867332183,1.3137456031872e-38,7.19897083908661e-38,"+","ENSG00000124491"
"ENSG00000121807",5.36662221072499,2.07211417954886,174.22206480115,4.1098247391616e-36,2.05269768342421e-35,"+","ENSG00000121807"
"ENSG00000111344",5.36566469143887,3.19574507049696,158.249564310586,3.1592655122677e-33,1.42938037960898e-32,"+","ENSG00000111344"
"ENSG00000157557",5.34468934815261,8.97519294898612,807.574743933401,3.74410865939183e-123,3.23890359761789e-121,"+","ENSG00000157557"
"ENSG00000121742",5.33522144025332,1.88647826457024,122.696013707481,1.28194769711272e-26,4.52271705213015e-26,"+","ENSG00000121742"
"ENSG00000165810",5.32723793809173,3.96083002563832,120.318127494549,3.62575060244221e-26,1.25427192261504e-25,"+","ENSG00000165810"
"ENSG00000143627",5.32537265694677,1.16707095637678,172.33175081487,8.96963607775396e-36,4.42884314097928e-35,"+","ENSG00000143627"
"ENSG00000117322",5.3236992776038,4.75769554508367,118.003415116529,1.00029031063838e-25,3.39606673753104e-25,"+","ENSG00000117322"
"ENSG00000180549",5.31900370873121,4.1394266575401,187.448743038362,1.82401561847995e-38,9.94889729524834e-38,"+","ENSG00000180549"
"ENSG00000099864",5.30092972918963,4.537057167444,212.727895497847,7.13488115901884e-43,4.51840985453531e-42,"+","ENSG00000099864"
"ENSG00000182557",5.29741773357414,4.05623782493235,278.226250469651,8.6669862866572e-54,8.03305814683313e-53,"+","ENSG00000182557"
"ENSG00000134755",5.2969627679094,3.29864755207754,90.7175684011349,1.93922751553248e-20,5.36762291841925e-20,"+","ENSG00000134755"
"ENSG00000125910",5.29282259789747,5.68142112135948,460.773097673347,5.54406573683014e-81,1.25112690436709e-79,"+","ENSG00000125910"
"ENSG00000104043",5.28896166730113,4.95190251245648,170.191316032719,2.17470904465888e-35,1.05570611909815e-34,"+","ENSG00000104043"
"ENSG00000252947",5.28691813211039,1.43568599301982,117.188034393549,1.43106614594436e-25,4.82575735700989e-25,"+","ENSG00000252947"
"ENSG00000173369",5.28399339423249,1.98658212328453,124.400528304318,6.09491969211878e-27,2.17872390977778e-26,"+","ENSG00000173369"
"ENSG00000140057",5.27909559169319,2.76205873301979,138.22824568189,1.54361045343951e-29,6.07150325669327e-29,"+","ENSG00000140057"
"ENSG00000185811",5.2727320346809,8.18877947815271,717.368943036924,3.87947719228755e-113,2.45561444132309e-111,"+","ENSG00000185811"
"ENSG00000172260",5.27258104838651,6.00193835618619,207.996799240883,4.67330055279743e-42,2.86853112455532e-41,"+","ENSG00000172260"
"ENSG00000069188",5.26106188848527,6.68010584872603,265.230081121224,1.1191464023156e-51,9.69428819522513e-51,"+","ENSG00000069188"
"ENSG00000070182",5.25503242028943,5.65266678726565,209.710457458627,2.36330364457556e-42,1.47292161825228e-41,"+","ENSG00000070182"
"ENSG00000123405",5.25079449783707,4.92039145592213,378.948544082147,2.53507514256253e-69,3.95850000600378e-68,"+","ENSG00000123405"
"ENSG00000213231",5.24849660311365,3.16718310780704,71.364553140458,1.4048742217696e-16,3.38337934329664e-16,"+","ENSG00000213231"
"ENSG00000125810",5.24799930701213,5.80131692991337,374.291044106685,1.23624610004554e-68,1.89168978705082e-67,"+","ENSG00000125810"
"ENSG00000131969",5.24522697764964,2.59771176429287,88.5978612110163,5.07905436830884e-20,1.38486676787509e-19,"+","ENSG00000131969"
"ENSG00000170011",5.24389831501651,3.28803442402388,148.507357911693,1.92493501359074e-31,8.14941492213815e-31,"+","ENSG00000170011"
"ENSG00000169418",5.24204291855817,4.88490600094794,138.908819622078,1.15289862190011e-29,4.55958930745988e-29,"+","ENSG00000169418"
"ENSG00000138696",5.24191478467364,4.1021829945133,89.092959254731,4.05523394187152e-20,1.11037593647868e-19,"+","ENSG00000138696"
"ENSG00000012124",5.23846092118695,7.04163998773214,332.648825163058,2.34550514668553e-62,2.88212829388176e-61,"+","ENSG00000012124"
"ENSG00000200816",5.23808277234507,1.41168527800723,119.079952230524,6.23738889518673e-26,2.13782723666886e-25,"+","ENSG00000200816"
"ENSG00000173585",5.23171257965293,2.24494253012658,99.3491331490275,3.94595278779509e-22,1.16290446001429e-21,"+","ENSG00000173585"
"ENSG00000188404",5.22347698888093,7.58386364654352,314.306190444512,1.62277553961415e-59,1.8184054751324e-58,"+","ENSG00000188404"
"ENSG00000166947",5.21490977385869,4.82992752385752,164.720352657968,2.11117708590421e-34,9.89690529866078e-34,"+","ENSG00000166947"
"ENSG00000217527",5.21354835115115,1.49911955616096,237.121796728188,5.08066225788285e-47,3.69544133734797e-46,"+","ENSG00000217527"
"ENSG00000249784",5.20636493301101,2.66480078247847,91.0721922787345,1.65112512651588e-20,4.57896978877327e-20,"+","ENSG00000249784"
"ENSG00000108551",5.19925791557987,6.39057081235706,218.217686413735,8.14981004164157e-44,5.32755340555874e-43,"+","ENSG00000108551"
"ENSG00000137726",5.19202752836007,1.26112438919838,119.946937725703,4.26573508889557e-26,1.47174098679896e-25,"+","ENSG00000137726"
"ENSG00000161681",5.19195533202254,4.76271935209181,218.878092285993,6.28275597045247e-44,4.13832697830412e-43,"+","ENSG00000161681"
"ENSG00000152207",5.19010589938214,3.21283059252707,129.354157915153,7.08159380048604e-28,2.6217050258233e-27,"+","ENSG00000152207"
"ENSG00000112559",5.17148354302657,2.66898941800444,154.960246472084,1.25916259269879e-32,5.56312352838253e-32,"+","ENSG00000112559"
"ENSG00000074660",5.15377062359563,5.44841354846151,593.279064153873,2.46688525264706e-98,1.00661330309271e-96,"+","ENSG00000074660"
"ENSG00000127533",5.15128347830867,3.28191882647153,167.143121711328,7.70318257038307e-35,3.66812833149691e-34,"+","ENSG00000127533"
"ENSG00000135083",5.14184092199218,3.97033664761578,222.708538375688,1.39388684621687e-44,9.37640006039923e-44,"+","ENSG00000135083"
"ENSG00000134215",5.14108826794134,7.43601179615066,1039.25828529259,1.71830947549934e-146,3.18525482201136e-144,"+","ENSG00000134215"
"ENSG00000100678",5.14024396728543,3.11880773878196,90.2793707225822,2.36581780740507e-20,6.52472940890292e-20,"+","ENSG00000100678"
"ENSG00000186049",5.13624431520623,1.84223511912677,81.7323657998466,1.16901611961781e-18,3.04112934405788e-18,"+","ENSG00000186049"
"ENSG00000168916",5.1226865068822,6.59639437442179,252.668024188672,1.30165117937689e-49,1.04325050670751e-48,"+","ENSG00000168916"
"ENSG00000175874",5.09663693707859,3.10357306599336,127.306820602207,1.72130328316807e-27,6.27581663455713e-27,"+","ENSG00000175874"
"ENSG00000152213",5.09375479451523,4.57104386950142,622.748810395734,5.75021694978388e-102,2.61806368913669e-100,"+","ENSG00000152213"
"ENSG00000256574",5.08875036000508,1.9437894347551,132.481211861193,1.83110897083059e-28,6.95564110231197e-28,"+","ENSG00000256574"
"ENSG00000167286",5.08559432571389,5.79936306669977,144.578097310383,1.02261357314507e-30,4.21251864289856e-30,"+","ENSG00000167286"
"ENSG00000196782",5.07911270270205,6.22909437271793,684.91171001556,2.18616030646166e-109,1.20201763290875e-107,"+","ENSG00000196782"
"ENSG00000118432",5.07044083408709,1.91773623502486,75.6789099266874,1.89990799426933e-17,4.70660674563551e-17,"+","ENSG00000118432"
"ENSG00000152611",5.06503025806729,1.19354396096515,210.565774985103,1.68237068554617e-42,1.05359276137293e-41,"+","ENSG00000152611"
"ENSG00000159339",5.06176427791378,3.91348842316562,171.332743076844,1.35575916891779e-35,6.64112154619753e-35,"+","ENSG00000159339"
"ENSG00000186472",5.05243126750974,4.79886426154621,78.3587004901832,5.51447208255493e-18,1.39512165613634e-17,"+","ENSG00000186472"
"ENSG00000007171",5.05108113129714,2.49842290764036,142.716963379059,2.26130818129528e-30,9.18682998136744e-30,"+","ENSG00000007171"
"ENSG00000198336",5.04426321671613,2.47260467762095,176.725077344227,1.46573681627468e-36,7.42945348749229e-36,"+","ENSG00000198336"
"ENSG00000266714",5.02876311688385,8.20039076815963,709.745476943411,2.90049093754557e-112,1.7669845260841e-110,"+","ENSG00000266714"
"ENSG00000122223",5.02301177681372,3.54665148377151,253.423263208185,9.7633782849209e-50,7.85915611818446e-49,"+","ENSG00000122223"
"ENSG00000007314",5.02226669376501,3.46979777017472,134.159373992517,8.87828836931243e-29,3.40338758877985e-28,"+","ENSG00000007314"
"ENSG00000252835",5.0197036129342,3.27040357596241,115.911165210214,2.50910871142969e-25,8.38048768069798e-25,"+","ENSG00000252835"
"ENSG00000124019",5.01900687457103,2.76942286659536,203.038232647247,3.38330483009582e-41,2.01754427735861e-40,"+","ENSG00000124019"
"ENSG00000184731",5.01548492106126,2.31991705522952,100.356420473656,2.51142549408812e-22,7.45044746485766e-22,"+","ENSG00000184731"
"ENSG00000092421",5.01506362013322,5.48389167437391,168.585956453171,4.23111765840177e-35,2.0334438050156e-34,"+","ENSG00000092421"
"ENSG00000104918",5.01375518697826,2.0794471383873,115.839309593468,2.58972387324749e-25,8.64751852271216e-25,"+","ENSG00000104918"
"ENSG00000186105",5.00613169748343,4.17705337741373,517.161837172977,1.39632463630994e-88,4.1085506759088e-87,"+","ENSG00000186105"
"ENSG00000037280",5.00024836104514,5.6315812828221,172.55753841312,8.17058265425703e-36,4.04353472622575e-35,"+","ENSG00000037280"
"ENSG00000088992",4.99222111505331,3.98441314469305,260.201459524928,7.46031181961843e-51,6.24951621506577e-50,"+","ENSG00000088992"
"ENSG00000107242",4.98522531243409,3.68927390099939,316.690358934122,6.89352736404291e-60,7.81909187725707e-59,"+","ENSG00000107242"
"ENSG00000204472",4.98307423690964,5.89592579919127,320.90314121351,1.52550504580765e-60,1.77533215017041e-59,"+","ENSG00000204472"
"ENSG00000215630",4.9820818101917,3.61825066631161,286.855857572299,3.55134708120319e-55,3.44669257484612e-54,"+","ENSG00000215630"
"ENSG00000143416",4.96815042148896,4.21923387367662,141.8458051346,3.28040824638645e-30,1.32606160140531e-29,"+","ENSG00000143416"
"ENSG00000100351",4.96639325672816,4.56568988768558,194.863367469214,9.0425859666329e-40,5.18250805490536e-39,"+","ENSG00000100351"
"ENSG00000124766",4.9534074747362,9.5433666580802,879.114208702416,1.05760728160221e-130,1.17294975094618e-128,"+","ENSG00000124766"
"ENSG00000111249",4.95021065025307,1.43314070320827,129.75229299328,5.95971266936314e-28,2.21712246552913e-27,"+","ENSG00000111249"
"ENSG00000105929",4.9472560337267,1.1393369190811,85.1478551044364,2.44762882310246e-19,6.52164920093994e-19,"+","ENSG00000105929"
"ENSG00000104267",4.94400031115983,5.63678139022692,209.621731077487,2.44814952846769e-42,1.52360615258498e-41,"+","ENSG00000104267"
"ENSG00000153208",4.93519357244891,3.23001666842655,173.687892585438,5.12314197131239e-36,2.55095511203951e-35,"+","ENSG00000153208"
"ENSG00000138772",4.92846459198408,3.31740521385785,119.870605840527,4.41077677523191e-26,1.52097367620009e-25,"+","ENSG00000138772"
"ENSG00000163563",4.92072558252628,4.29818472782101,121.503647607599,2.15838527446775e-26,7.53084359276511e-26,"+","ENSG00000163563"
"ENSG00000101938",4.87963928730717,2.81460622228771,81.3884988806512,1.36884121378922e-18,3.55099631949799e-18,"+","ENSG00000101938"
"ENSG00000256188",4.87767360516276,2.17089184756323,352.34798297052,2.35328431341248e-65,3.19750965977386e-64,"+","ENSG00000256188"
"ENSG00000170801",4.87348970408686,3.91576890863987,91.311567998855,1.48131886292117e-20,4.11685447960271e-20,"+","ENSG00000170801"
"ENSG00000167768",4.86635201878106,2.34358382460561,97.2554685711085,1.01109544338109e-21,2.9386008438626e-21,"+","ENSG00000167768"
"ENSG00000164161",4.86617004727229,4.87648515644037,175.275192424477,2.66245845985754e-36,1.33907213081827e-35,"+","ENSG00000164161"
"ENSG00000119888",4.86326926439637,1.09492672234669,137.510739294023,2.10023184310313e-29,8.21604112032142e-29,"+","ENSG00000119888"
"ENSG00000081189",4.85337754286143,8.76345725175266,270.545644538302,1.52161461516152e-52,1.35236104426958e-51,"+","ENSG00000081189"
